interval,residual_demand_gw,clearing_price_eur_mwh
2625,15.35,27.72
2626,20.43,35.27
2627,31.64,75.08
2628,21.17,15.61
2629,22.31,55.94
2630,17.35,29.73
2631,17.68,30.18
2632,5.10,-17.58
2633,22.56,42.18
2634,28.93,45.34
2635,23.35,41.87
2636,12.45,42.32
2637,19.05,50.74
2638,26.78,51.53
2639,21.48,52.51
2640,23.61,41.73
2641,19.25,30.01
2642,30.22,69.81
2643,33.55,109.77
2644,34.82,108.99
2645,13.77,33.00
2646,21.32,31.72
2647,30.53,81.89
2648,23.31,47.91
2649,31.49,84.57
2650,31.12,53.87
2651,18.35,42.91
2652,34.84,128.89
2653,30.83,74.11
2654,32.19,43.76
2655,11.42,29.82
2656,22.32,58.95
2657,23.11,39.18
2658,21.62,51.06
2659,16.78,18.36
2660,19.37,39.78
2661,8.91,20.55
2662,20.32,64.21
2663,29.93,55.99
2664,13.21,30.30
2665,23.83,39.02
2666,28.14,48.87
2667,18.12,31.93
2668,16.91,36.07
2669,24.32,46.18
2670,22.55,36.57
2671,21.02,23.26
2672,14.60,16.34
2673,35.08,118.69
2674,26.27,58.89
2675,12.63,15.04
2676,10.96,19.23
2677,30.34,61.49
2678,21.53,42.38
2679,19.18,53.28
2680,25.05,34.68
2681,14.43,40.40
2682,21.97,57.69
2683,13.21,19.92
2684,14.91,5.85
2685,13.63,38.85
2686,30.45,73.73
2687,34.29,104.10
2688,13.09,-0.05
2689,27.81,46.67
2690,37.87,129.39
2691,26.23,36.28
2692,24.22,25.13
2693,30.44,52.07
2694,22.96,38.06
2695,20.78,43.67
2696,25.72,36.13
2697,30.60,66.12
2698,13.18,40.98
2699,30.24,66.19
2700,28.04,50.54
2701,18.58,21.90
2702,22.32,28.46
2703,11.13,15.49
2704,13.57,31.22
2705,14.30,29.41
2706,22.76,41.44
2707,20.48,31.02
2708,18.07,21.34
2709,21.39,67.54
2710,29.57,88.93
2711,20.93,37.27
2712,22.82,37.18
2713,13.83,21.26
2714,16.02,42.12
2715,29.98,73.68
2716,12.99,34.85
2717,32.66,94.16
2718,15.66,31.74
2719,29.62,54.07
2720,17.48,28.28
2721,25.29,28.82
2722,16.44,19.31
2723,15.88,37.76
2724,33.83,121.76
2725,16.09,19.62
2726,14.79,40.16
2727,19.38,45.00
2728,15.86,16.92
2729,16.70,10.72
2730,22.30,59.62
2731,21.15,54.56
2732,15.89,37.11
2733,22.96,41.98
2734,13.01,28.01
2735,27.36,31.15
2736,15.12,36.99
2737,34.68,68.27
2738,15.25,45.24
2739,24.40,45.30
2740,19.53,48.51
2741,16.47,34.58
2742,31.31,55.85
2743,24.95,58.00
2744,9.86,20.56
2745,32.16,95.61
2746,12.49,16.30
2747,31.22,56.73
2748,18.85,27.99
2749,17.77,26.12
2750,9.82,39.41
2751,21.22,39.61
2752,10.45,24.88
2753,22.35,66.36
2754,24.97,44.03
2755,26.60,30.72
2756,14.11,38.90
2757,24.35,52.41
2758,28.28,65.23
2759,13.46,16.22
2760,32.81,71.82
2761,22.23,45.41
2762,15.53,40.03
2763,24.09,61.26
2764,23.72,60.73
2765,30.26,77.46
2766,19.58,45.10
2767,16.07,57.15
2768,20.93,35.22
2769,13.13,24.41
2770,24.44,54.95
2771,15.75,44.96
2772,9.21,15.21
2773,27.99,19.61
2774,9.24,17.79
2775,15.21,34.50
2776,20.90,44.87
2777,31.61,104.16
2778,33.10,57.29
2779,17.09,34.99
2780,22.71,23.22
2781,33.90,49.76
2782,25.71,31.17
2783,27.56,72.41
2784,28.54,35.37
2785,29.36,42.88
2786,30.26,69.00
2787,29.18,73.52
2788,22.49,61.77
2789,29.91,79.32
2790,31.50,68.61
2791,26.88,54.75
2792,22.64,32.81
2793,14.29,42.20
2794,33.00,81.89
2795,22.77,32.32
2796,17.48,26.45
2797,25.10,61.75
2798,24.75,65.26
2799,14.18,10.78
2800,21.85,40.86
2801,12.77,-2.57
2802,14.98,4.29
2803,28.57,78.28
2804,33.86,136.12
2805,36.66,108.47
2806,25.57,40.55
2807,33.17,95.20
2808,35.24,83.38
2809,31.34,63.67
2810,28.98,82.48
2811,25.90,60.84
2812,35.07,101.69
2813,29.09,69.84
2814,31.43,70.18
2815,14.25,18.86
2816,26.25,50.12
2817,24.64,29.37
2818,34.05,106.76
2819,18.76,43.52
2820,22.64,39.54
2821,23.34,49.06
2822,15.72,48.38
2823,26.57,58.48
2824,17.46,33.83
2825,28.19,63.46
2826,19.58,35.95
2827,35.26,97.19
2828,13.29,16.55
2829,17.69,41.29
2830,22.86,53.58
2831,12.19,31.66
2832,23.66,50.03
2833,27.28,62.17
2834,27.81,48.01
2835,25.05,42.90
2836,21.59,59.26
2837,7.50,4.97
2838,11.63,32.80
2839,34.81,61.09
2840,22.76,45.71
2841,21.99,69.55
2842,27.38,62.61
2843,29.90,62.34
2844,19.81,29.55
2845,28.46,36.02
2846,18.23,22.22
2847,22.51,57.82
2848,20.79,25.71
2849,27.40,36.99
2850,27.13,43.96
2851,29.45,54.18
2852,29.82,56.10
2853,36.06,127.90
2854,21.93,47.11
2855,15.11,12.52
2856,10.76,3.24
2857,22.14,47.99
2858,22.17,50.67
2859,30.50,91.89
2860,10.06,4.32
2861,32.67,86.71
2862,22.98,30.14
2863,19.55,47.78
2864,17.43,31.46
2865,28.46,75.65
2866,13.06,32.22
2867,25.90,40.58
2868,23.91,31.47
2869,12.86,32.36
2870,31.06,94.08
2871,22.90,43.34
2872,23.18,43.57
2873,20.69,42.18
2874,12.32,31.05
2875,26.18,64.91
2876,14.33,32.71
2877,12.49,7.74
2878,24.88,47.57
2879,30.16,61.85
2880,34.04,125.34
2881,12.77,15.44
2882,19.01,49.30
2883,25.52,72.69
2884,27.40,64.16
2885,24.72,32.06
2886,16.93,29.67
2887,22.63,32.88
2888,22.66,37.37
2889,20.14,44.92
2890,34.80,82.13
2891,24.14,61.17
2892,16.77,28.55
2893,32.58,86.48
2894,21.18,49.82
2895,19.62,46.98
2896,13.29,37.56
2897,33.53,113.68
2898,18.76,20.43
2899,18.54,33.05
2900,19.59,37.48
2901,27.39,51.91
2902,33.99,124.14
2903,20.22,38.17
2904,26.55,66.97
2905,34.66,93.84
2906,24.13,49.00
2907,11.10,28.08
2908,12.14,27.26
2909,12.52,22.88
2910,27.72,60.30
2911,21.24,30.89
2912,14.02,16.66
2913,11.29,11.06
2914,13.93,45.90
2915,14.14,17.13
2916,11.04,33.72
2917,12.76,2.41
2918,19.84,21.22
2919,23.97,51.10
2920,25.27,67.21
2921,20.14,24.86
2922,19.37,25.98
2923,32.31,48.54
2924,20.00,16.67
2925,13.59,37.91
2926,27.34,41.17
2927,8.97,16.97
2928,20.51,34.99
2929,14.23,57.60
2930,32.94,81.59
2931,27.52,65.65
2932,24.97,50.04
2933,27.97,43.12
2934,28.72,48.25
2935,25.15,45.44
2936,22.66,42.03
2937,21.85,31.52
2938,27.73,46.95
2939,22.86,33.08
2940,11.92,19.75
2941,28.13,63.72
2942,21.83,56.29
2943,23.77,38.60
2944,15.18,28.29
2945,33.10,58.20
2946,35.61,85.46
2947,12.97,37.72
2948,8.89,3.26
2949,25.82,59.75
2950,30.44,79.38
2951,11.90,14.81
2952,5.79,-11.81
2953,32.96,70.83
2954,23.64,40.89
2955,23.96,38.50
2956,10.76,-1.19
2957,11.85,41.76
2958,26.05,64.61
2959,26.36,57.65
2960,34.73,61.40
2961,23.99,51.10
2962,24.65,55.70
2963,32.90,87.45
2964,13.14,45.13
2965,16.93,29.94
2966,33.89,94.68
2967,13.88,35.40
2968,17.24,47.52
2969,25.27,52.31
2970,18.28,51.82
2971,33.39,103.97
2972,18.84,47.53
2973,18.78,27.09
2974,24.42,26.57
2975,16.61,48.48
2976,33.66,84.47
2977,12.66,14.14
2978,19.11,31.70
2979,27.84,63.30
2980,24.77,64.36
2981,12.98,44.83
2982,24.04,54.02
2983,24.87,37.97
2984,21.24,29.28
2985,18.96,34.86
2986,24.97,47.87
2987,26.81,44.96
2988,35.63,88.53
2989,27.27,62.65
2990,7.70,2.98
2991,28.58,41.98
2992,25.62,55.50
2993,9.94,21.27
2994,16.57,38.46
2995,14.16,-3.45
2996,27.88,56.04
2997,23.35,9.64
2998,27.56,73.89
2999,21.88,52.94
3000,32.89,49.53
3001,9.34,35.44
3002,30.77,46.01
3003,24.67,40.74
3004,19.02,35.82
3005,20.46,37.45
3006,21.53,52.54
3007,34.82,130.53
3008,13.02,10.26
3009,28.98,41.31
3010,14.64,37.84
3011,29.01,64.43
3012,26.13,48.44
3013,19.62,47.23
3014,11.24,38.00
3015,13.11,19.40
3016,23.32,37.95
3017,24.65,55.43
3018,8.44,5.90
3019,7.18,2.32
3020,25.52,62.67
3021,22.66,31.65
3022,16.29,34.92
3023,16.21,32.57
3024,24.23,40.06
3025,21.88,43.25
3026,19.84,38.64
3027,12.84,14.69
3028,22.98,36.19
3029,9.70,-16.05
3030,11.99,37.38
3031,10.36,43.60
3032,10.04,17.10
3033,23.92,15.71
3034,28.88,76.50
3035,13.16,23.89
3036,16.57,31.88
3037,10.48,28.57
3038,35.13,112.67
3039,18.28,26.42
3040,31.79,80.12
3041,11.40,12.63
3042,26.65,46.16
3043,20.98,51.10
3044,22.57,60.69
3045,24.74,38.42
3046,20.56,62.19
3047,16.96,32.01
3048,35.94,131.22
3049,21.05,40.04
3050,32.40,72.94
3051,37.74,165.28
3052,20.85,26.59
3053,32.56,92.32
3054,27.97,66.30
3055,11.32,17.30
3056,13.84,14.11
3057,10.85,20.35
3058,8.91,4.47
3059,13.31,20.34
3060,24.23,53.77
3061,23.92,47.60
3062,35.31,102.72
3063,13.93,8.61
3064,30.50,59.88
3065,12.38,5.67
3066,20.88,47.17
3067,19.26,42.02
3068,20.16,56.29
3069,33.53,94.84
3070,15.53,23.18
3071,19.51,47.66
3072,18.26,46.01
3073,32.86,65.54
3074,13.00,24.25
3075,12.92,41.01
3076,28.11,37.03
3077,26.85,39.95
3078,16.05,58.65
3079,19.95,35.84
3080,12.34,34.75
3081,13.93,35.21
3082,25.59,21.69
3083,25.47,59.53
3084,22.60,71.82
3085,13.06,53.29
3086,14.52,18.44
3087,14.40,29.74
3088,11.22,21.67
3089,19.57,23.28
3090,28.67,64.03
3091,17.73,13.75
3092,29.21,46.22
3093,13.30,14.84
3094,25.27,27.90
3095,23.42,21.41
3096,33.85,77.29
3097,30.26,46.85
3098,31.86,53.24
3099,20.27,26.12
3100,14.56,45.75
3101,35.48,71.85
3102,32.80,85.37
3103,11.49,22.31
3104,20.30,60.44
3105,28.62,53.11
3106,19.70,32.05
3107,36.65,122.72
3108,38.99,135.78
3109,7.02,8.90
3110,12.12,26.83
3111,11.66,35.88
3112,13.50,21.74
3113,8.93,16.17
3114,25.94,35.23
3115,22.42,47.43
3116,14.21,17.88
3117,30.49,64.63
3118,23.57,42.10
3119,16.99,26.04
3120,19.22,47.70
3121,16.72,12.12
3122,19.94,26.62
3123,20.44,33.17
3124,32.54,83.29
3125,8.03,-10.52
3126,13.85,29.76
3127,21.48,34.28
3128,17.30,24.23
3129,29.34,45.43
3130,25.24,48.37
3131,10.63,42.18
3132,31.86,80.35
3133,40.12,136.61
3134,17.90,39.69
3135,15.15,17.46
3136,27.20,143.72
3137,19.87,38.46
3138,13.70,39.07
3139,18.88,35.25
3140,14.90,50.76
3141,12.99,34.71
3142,14.19,30.03
3143,17.10,34.04
3144,15.87,41.20
3145,24.06,43.94
3146,31.78,71.59
3147,23.16,69.79
3148,19.66,47.83
3149,27.51,36.52
3150,22.27,48.89
3151,28.19,60.94
3152,27.18,52.53
3153,32.38,71.78
3154,11.90,12.24
3155,27.81,68.42
3156,29.63,56.29
3157,24.48,41.05
3158,17.00,56.71
3159,23.11,49.26
3160,38.81,105.57
3161,15.47,28.95
3162,30.89,55.56
3163,19.02,51.85
3164,9.46,1.93
3165,22.52,42.01
3166,27.56,44.57
3167,31.47,80.74
3168,20.13,51.83
3169,17.64,27.99
3170,8.43,10.95
3171,13.69,36.70
3172,12.97,11.12
3173,13.61,41.12
3174,21.53,51.17
3175,21.68,53.94
3176,24.77,39.19
3177,28.80,75.30
3178,19.92,31.16
3179,34.89,118.60
3180,32.31,107.50
3181,35.07,127.48
3182,21.60,50.22
3183,21.70,70.94
3184,28.55,72.18
3185,31.10,49.63
3186,22.05,35.21
3187,13.65,31.15
3188,28.12,43.39
3189,16.45,60.38
3190,15.25,29.48
3191,32.38,68.57
3192,22.67,40.60
3193,18.14,33.61
3194,8.22,0.73
3195,14.29,23.10
3196,16.30,34.10
3197,19.55,43.05
3198,20.53,25.00
3199,12.02,14.42
3200,37.35,95.51
3201,19.34,37.34
3202,18.81,45.57
3203,31.87,68.34
3204,34.21,113.29
3205,26.09,27.14
3206,13.81,37.54
3207,12.42,22.60
3208,17.38,34.72
3209,34.03,65.89
3210,13.67,10.15
3211,13.52,33.29
3212,25.18,31.10
3213,22.67,39.77
3214,30.35,89.45
3215,17.20,56.56
3216,11.40,5.62
3217,17.77,26.41
3218,11.04,5.17
3219,23.21,38.88
3220,31.68,48.54
3221,10.61,19.25
3222,35.70,92.15
3223,26.00,41.89
3224,20.16,49.74
3225,27.94,26.30
3226,16.50,19.03
3227,22.31,59.40
3228,20.72,41.04
3229,11.90,20.20
3230,9.13,8.72
3231,31.20,37.56
3232,17.53,12.88
3233,24.63,42.11
3234,11.51,25.22
3235,26.01,56.28
3236,12.68,5.47
3237,12.58,24.68
3238,29.47,58.77
3239,10.48,12.25
3240,23.64,49.17
3241,20.98,46.77
3242,25.80,44.14
3243,28.90,59.90
3244,26.75,48.83
3245,25.70,70.28
3246,9.30,-26.47
3247,26.07,39.07
3248,27.82,67.88
3249,14.04,21.70
3250,17.03,18.34
3251,33.77,87.85
3252,14.57,33.49
3253,27.29,53.41
3254,30.58,40.51
3255,21.17,49.67
3256,17.52,40.63
3257,22.23,52.24
3258,27.61,46.27
3259,12.21,5.89
3260,26.58,60.21
3261,32.15,55.86
3262,18.80,33.49
3263,25.97,50.00
3264,14.84,45.75
3265,13.65,19.30
3266,22.00,45.22
3267,12.67,22.34
3268,18.16,4.04
3269,11.22,29.68
3270,29.40,59.01
3271,26.65,59.57
3272,16.90,10.53
3273,21.75,28.37
3274,30.14,67.51
3275,28.05,34.81
3276,18.53,26.39
3277,16.44,46.85
3278,22.26,34.15
3279,28.36,80.89
3280,16.59,42.98
3281,39.01,114.20
3282,13.06,28.91
3283,13.33,25.45
3284,11.45,26.50
3285,24.73,47.57
3286,30.14,83.08
3287,19.62,35.40
3288,35.34,118.46
3289,24.96,51.46
3290,18.19,21.41
3291,18.53,40.50
3292,25.10,65.94
3293,13.80,13.04
3294,20.54,46.94
3295,15.57,40.12
3296,19.68,63.07
3297,29.35,64.28
3298,8.97,15.63
3299,20.51,24.93
3300,30.29,44.96
3301,28.95,28.99
3302,13.15,27.85
3303,37.46,121.87
3304,20.36,33.84
3305,28.43,51.42
3306,19.08,25.90
3307,23.99,43.85
3308,6.59,-26.22
3309,21.88,34.33
3310,21.69,42.74
3311,26.42,25.43
3312,14.81,44.55
3313,35.46,92.18
3314,16.43,9.67
3315,27.44,59.84
3316,20.49,29.68
3317,28.02,47.55
3318,10.44,23.54
3319,15.01,32.66
3320,22.53,57.00
3321,20.61,41.26
3322,21.98,41.11
3323,16.59,22.22
3324,34.29,99.50
3325,11.96,24.59
3326,30.41,45.28
3327,22.99,48.06
3328,16.70,28.69
3329,20.93,54.87
3330,23.94,32.51
3331,12.50,17.17
3332,36.11,124.37
3333,25.42,42.35
3334,18.85,38.71
3335,28.47,62.86
3336,36.09,92.56
3337,23.97,41.83
3338,30.61,88.47
3339,33.11,77.57
3340,12.24,20.63
3341,12.07,24.97
3342,31.64,95.00
3343,22.93,51.29
3344,13.06,51.14
3345,15.09,38.20
3346,29.45,62.78
3347,13.63,27.93
3348,6.31,-11.52
3349,15.08,26.30
3350,24.19,56.13
3351,9.83,16.74
3352,24.14,36.91
3353,34.09,81.89
3354,29.80,71.82
3355,23.65,45.00
3356,10.62,11.52
3357,30.32,75.50
3358,27.33,73.61
3359,22.54,49.02
3360,20.25,40.88
3361,27.86,61.01
3362,19.95,42.21
3363,26.86,68.08
3364,23.74,50.10
3365,27.63,78.23
3366,12.32,32.18
3367,25.32,58.79
3368,18.99,49.18
3369,14.59,12.13
3370,18.34,49.60
3371,23.56,56.81
3372,13.52,39.18
3373,17.69,31.72
3374,34.95,74.52
3375,22.84,35.62
3376,15.98,25.71
3377,24.81,38.64
3378,15.83,39.40
3379,28.48,54.26
3380,24.66,29.27
3381,19.75,44.97
3382,8.13,-15.54
3383,22.01,35.61
3384,37.42,103.99
3385,22.09,51.22
3386,26.97,55.90
3387,33.72,111.27
3388,22.97,34.96
3389,15.73,20.04
3390,26.58,42.68
3391,32.66,83.24
3392,17.84,26.51
3393,14.65,13.49
3394,9.02,93.99
3395,30.38,69.07
3396,20.41,39.83
3397,24.72,64.83
3398,15.19,16.05
3399,15.28,37.04
3400,28.46,54.84
3401,13.47,16.97
3402,22.37,36.17
3403,29.48,73.46
3404,30.03,44.36
3405,11.58,3.86
3406,37.47,84.31
3407,21.63,68.90
3408,12.63,48.35
3409,30.26,58.38
3410,18.07,29.55
3411,9.23,7.34
3412,11.08,6.11
3413,34.61,111.74
3414,30.03,54.93
3415,28.70,64.52
3416,28.21,48.07
3417,21.86,59.58
3418,22.95,53.17
3419,19.85,30.66
3420,11.62,16.77
3421,21.06,45.11
3422,18.91,46.41
3423,29.33,66.03
3424,29.22,43.40
3425,27.51,40.06
3426,8.19,-6.73
3427,26.91,37.19
3428,10.11,23.30
3429,10.70,27.34
3430,19.71,35.65
3431,35.60,92.46
3432,38.22,100.05
3433,14.42,38.66
3434,16.05,40.47
3435,22.37,44.63
3436,8.20,6.73
3437,21.57,43.21
3438,24.32,31.18
3439,22.90,55.33
3440,26.64,21.47
3441,6.38,-5.79
3442,20.42,38.25
3443,20.78,36.41
3444,11.53,14.65
3445,25.89,20.25
3446,27.59,21.17
3447,18.95,47.01
3448,16.58,38.85
3449,11.22,42.26
3450,13.98,35.26
3451,17.45,24.81
3452,22.86,28.03
3453,8.35,-11.96
3454,23.90,22.65
3455,26.18,51.79
3456,12.90,16.75
3457,11.27,23.18
3458,32.41,64.56
3459,14.15,34.38
3460,20.29,31.58
3461,25.35,33.35
3462,24.04,28.41
3463,22.30,46.12
3464,34.31,98.46
3465,14.94,16.98
3466,29.70,82.65
3467,15.70,26.05
3468,22.98,42.17
3469,24.18,46.62
3470,17.83,60.33
3471,26.08,58.09
3472,17.61,26.05
3473,7.90,0.88
3474,19.38,42.56
3475,31.38,94.86
3476,27.96,48.72
3477,19.63,60.99
3478,18.68,58.88
3479,17.29,34.91
3480,21.81,42.95
3481,28.72,18.50
3482,18.33,38.50
3483,19.91,22.58
3484,29.14,51.59
3485,9.24,15.22
3486,16.94,32.72
3487,12.35,5.17
3488,18.73,39.61
3489,23.34,30.62
3490,23.06,20.18
3491,15.44,38.70
3492,12.16,1.92
3493,9.83,7.13
3494,18.88,19.31
3495,15.74,44.44
3496,13.55,36.61
3497,28.83,49.67
3498,10.89,23.46
3499,33.57,102.20
3500,34.01,79.01
3501,25.66,52.15
3502,28.14,54.85
3503,11.08,25.41
3504,26.76,47.27
3505,13.53,9.63
3506,23.62,46.27
3507,8.86,-7.09
3508,24.42,27.84
3509,33.52,65.33
3510,8.00,2.52
3511,27.40,44.64
3512,29.20,41.58
3513,23.10,52.29
3514,26.95,33.32
3515,10.34,32.36
3516,27.36,56.90
3517,9.86,22.63
3518,36.23,116.59
3519,36.76,132.74
3520,35.18,100.36
3521,10.97,14.10
3522,27.53,65.06
3523,16.84,28.35
3524,21.46,44.83
3525,12.81,18.67
3526,18.03,37.58
3527,37.87,109.04
3528,21.28,50.43
3529,23.84,64.12
3530,17.15,30.72
3531,14.30,24.41
3532,29.06,115.26
3533,34.55,86.30
3534,10.10,11.84
3535,11.95,-5.93
3536,30.91,59.35
3537,16.32,39.44
3538,17.70,52.95
3539,21.15,58.47
3540,26.02,65.92
3541,24.28,51.91
3542,18.12,33.45
3543,24.54,56.31
3544,24.76,52.65
3545,21.28,39.73
3546,20.03,21.98
3547,22.61,55.18
3548,34.78,118.36
3549,16.87,13.79
3550,14.34,17.16
3551,15.44,34.75
3552,9.64,13.15
3553,24.63,44.65
3554,30.99,82.74
3555,32.55,96.16
3556,30.11,91.46
3557,15.69,42.48
3558,10.63,42.87
3559,34.38,84.84
3560,9.98,1.13
3561,16.73,31.43
3562,15.01,36.67
3563,20.46,39.45
3564,23.10,45.30
3565,27.92,60.71
3566,27.04,76.95
3567,38.34,103.30
3568,20.07,33.87
3569,25.88,23.28
3570,30.22,81.15
3571,15.92,14.70
3572,19.25,58.37
3573,19.73,50.25
3574,26.19,39.31
3575,29.36,61.74
3576,14.67,35.43
3577,22.19,22.58
3578,22.65,35.03
3579,26.75,49.31
3580,8.77,26.38
3581,17.09,16.90
3582,30.45,85.32
3583,26.61,32.32
3584,22.74,55.77
3585,14.72,45.82
3586,27.69,67.75
3587,12.69,39.15
3588,31.09,105.92
3589,15.03,29.65
3590,12.32,32.31
3591,17.47,34.93
3592,32.47,88.12
3593,32.48,93.84
3594,13.89,20.18
3595,11.11,19.72
3596,13.76,61.41
3597,20.71,36.82
3598,17.86,27.85
3599,25.58,31.33
3600,23.80,46.33
3601,17.59,33.99
3602,31.85,63.67
3603,25.26,55.26
3604,33.79,88.24
3605,10.85,7.46
3606,15.27,25.62
3607,12.50,13.12
3608,26.01,59.70
3609,19.34,38.47
3610,11.75,16.00
3611,30.01,48.41
3612,9.56,13.97
3613,24.58,71.74
3614,20.45,62.04
3615,21.48,37.80
3616,19.64,26.90
3617,37.86,167.55
3618,28.88,37.94
3619,12.39,27.17
3620,32.02,88.49
3621,13.77,23.64
3622,16.05,31.61
3623,24.60,65.64
3624,26.69,61.76
3625,18.03,31.79
3626,15.30,18.48
3627,17.59,30.79
3628,15.71,25.71
3629,12.72,22.02
3630,14.71,52.32
3631,23.55,38.24
3632,18.90,15.78
3633,30.44,68.34
3634,12.17,11.66
3635,18.84,39.94
3636,29.74,56.30
3637,13.62,31.34
3638,12.15,-8.31
3639,25.37,15.15
3640,16.33,27.66
3641,25.91,64.70
3642,14.67,31.24
3643,19.55,38.27
3644,32.36,74.85
3645,11.28,38.09
3646,22.62,27.15
3647,6.82,12.43
3648,26.50,82.77
3649,21.33,34.75
3650,24.00,57.37
3651,12.92,35.56
3652,20.86,46.64
3653,13.00,19.60
3654,15.15,17.51
3655,12.83,26.71
3656,35.52,109.95
3657,30.75,61.23
3658,19.43,38.29
3659,11.50,7.95
3660,20.98,39.90
3661,23.65,30.17
3662,17.87,58.41
3663,31.38,87.79
3664,26.78,51.16
3665,15.32,16.82
3666,11.50,18.72
3667,17.55,73.84
3668,8.00,23.49
3669,14.52,30.81
3670,13.35,30.47
3671,16.15,21.13
3672,25.49,58.13
3673,14.08,49.42
3674,9.32,-12.84
3675,16.55,34.36
3676,27.29,62.56
3677,21.83,45.80
3678,28.25,80.48
3679,30.85,91.69
3680,17.30,49.46
3681,32.56,59.44
3682,22.76,61.39
3683,28.03,51.51
3684,27.96,62.63
3685,9.49,43.36
3686,24.62,53.43
3687,12.00,37.07
3688,15.14,37.35
3689,30.58,77.09
3690,26.48,51.35
3691,10.51,20.38
3692,25.81,72.65
3693,18.56,33.63
3694,18.77,11.87
3695,28.43,67.47
3696,30.22,89.04
3697,12.95,35.41
3698,21.00,39.03
3699,23.78,49.09
3700,35.99,90.61
3701,22.89,55.28
3702,26.13,45.55
3703,21.21,6.86
3704,11.64,16.50
3705,26.33,52.71
3706,27.29,61.27
3707,30.26,49.26
3708,22.73,37.09
3709,19.86,42.83
3710,27.18,54.89
3711,16.11,14.77
3712,21.29,34.64
3713,14.98,5.40
3714,16.35,25.06
3715,20.41,65.66
3716,20.38,27.69
3717,11.27,7.23
3718,24.11,53.72
3719,15.66,15.33
3720,27.31,45.41
3721,15.18,24.71
3722,17.60,28.50
3723,14.21,10.31
3724,12.15,22.53
3725,28.25,68.08
3726,32.17,81.04
3727,19.86,54.23
3728,17.10,42.31
3729,21.14,30.29
3730,23.77,26.55
3731,28.22,64.67
3732,31.98,55.54
3733,24.87,55.22
3734,20.89,58.71
3735,28.94,69.79
3736,22.48,54.13
3737,19.54,45.05
3738,6.74,-9.41
3739,30.30,77.55
3740,21.84,47.82
3741,23.50,38.18
3742,21.00,27.53
3743,30.05,63.47
3744,21.92,63.98
3745,32.37,52.09
3746,29.94,64.10
3747,30.66,62.22
3748,29.48,65.45
3749,36.98,123.61
3750,32.70,80.20
3751,21.06,32.53
3752,19.53,59.89
3753,12.90,16.47
3754,27.60,37.03
3755,15.55,41.75
3756,19.00,46.81
3757,36.91,115.58
3758,24.42,36.80
3759,18.46,47.14
3760,12.99,20.27
3761,14.96,20.23
3762,32.54,102.96
3763,14.73,12.92
3764,15.05,37.28
3765,6.59,19.30
3766,31.87,71.58
3767,17.65,38.43
3768,36.76,135.98
3769,29.45,66.47
3770,34.33,103.00
3771,15.69,32.66
3772,19.28,39.14
3773,21.85,54.82
3774,18.98,26.13
3775,22.83,54.69
3776,30.18,68.28
3777,18.78,47.61
3778,20.85,25.11
3779,32.90,87.82
3780,20.94,43.38
3781,32.06,82.69
3782,32.01,93.74
3783,21.68,42.18
3784,17.94,40.53
3785,27.95,82.81
3786,28.87,42.61
3787,30.41,59.54
3788,15.81,39.22
3789,24.41,40.30
3790,28.79,49.25
3791,21.17,24.51
3792,26.43,56.08
3793,18.82,10.61
3794,21.13,45.35
3795,19.20,38.14
3796,20.18,37.03
3797,10.35,26.97
3798,17.27,19.27
3799,33.91,95.21
3800,22.04,42.24
3801,10.26,36.60
3802,32.22,86.44
3803,12.50,38.47
3804,22.96,65.57
3805,11.34,24.32
3806,19.79,40.35
3807,28.39,46.80
3808,15.19,41.32
3809,31.24,68.63
3810,22.01,36.13
3811,36.16,118.11
3812,29.31,49.69
3813,38.97,153.12
3814,26.77,45.05
3815,27.37,60.33
3816,10.26,31.33
3817,20.79,48.23
3818,28.27,30.86
3819,29.36,87.91
3820,12.86,22.25
3821,7.84,3.20
3822,28.00,32.45
3823,24.13,46.40
3824,15.15,33.40
3825,18.38,31.43
3826,12.83,19.26
3827,30.65,79.61
3828,29.97,48.34
3829,30.36,73.97
3830,26.80,25.15
3831,31.52,65.64
3832,16.93,32.43
3833,23.08,25.65
3834,12.54,39.11
3835,35.21,86.46
3836,10.14,18.87
3837,27.83,49.23
3838,31.05,37.40
3839,22.75,55.27
3840,32.69,84.36
3841,36.96,103.21
3842,17.01,53.75
3843,11.68,15.68
3844,11.08,23.07
3845,10.06,-5.85
3846,10.71,14.74
3847,34.97,107.93
3848,29.89,63.84
3849,31.52,31.07
3850,31.07,65.70
3851,11.17,31.78
3852,26.83,37.81
3853,25.79,59.50
3854,21.24,33.57
3855,26.26,54.81
3856,12.67,27.44
3857,22.35,33.70
3858,24.82,52.89
3859,15.24,35.67
3860,23.32,51.39
3861,9.68,12.16
3862,26.01,55.86
3863,32.50,93.14
3864,13.05,19.02
3865,30.40,87.56
3866,14.22,26.41
3867,36.01,84.18
3868,18.02,58.11
3869,22.85,36.26
3870,31.29,67.37
3871,12.00,20.52
3872,12.15,17.16
3873,26.48,50.15
3874,33.93,101.86
3875,20.65,32.67
3876,27.33,36.58
3877,21.51,45.60
3878,30.10,66.17
3879,40.09,103.36
3880,37.79,110.88
3881,32.60,84.88
3882,21.91,26.07
3883,30.27,59.66
3884,18.62,34.83
3885,17.79,-0.61
3886,17.89,45.30
3887,33.30,92.44
3888,27.84,58.14
3889,30.84,98.73
3890,26.24,59.26
3891,9.71,13.23
3892,20.95,57.59
